Explicit Path,Level,Permission Profile,Entity,Technical Group,Scope Action,Atomic Profile,Owner Role
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared,2,PS-GQMS-DOCUMENTS + PS-GQMS-RECORDS,00_Group_Shared,UNRESOLVED,inherit from parent,NO — CANNOT BIND,GQD / QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance,3,PS-GQMS-DOCUMENTS + PS-GQMS-RECORDS,00_Group_Shared,UNRESOLVED,inherit from parent,NO — CANNOT BIND,GQD / domain authority
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents,4,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,BREAK INHERITANCE — apply explicitly,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/AGR,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/AGR/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/AGR/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/AGR/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/AGR/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/AGR/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/AGR/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/CHK,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/CHK/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/CHK/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/CHK/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/CHK/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/CHK/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/CHK/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/FRM,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/FRM/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/FRM/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/FRM/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/FRM/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/FRM/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/FRM/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/LOG,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/LOG/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/LOG/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/LOG/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/LOG/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/LOG/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/LOG/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/MAN,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/MAN/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/MAN/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/MAN/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/MAN/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/MAN/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/MAN/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/MTX,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/MTX/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/MTX/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/MTX/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/MTX/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/MTX/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/MTX/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/PLN,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/PLN/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/PLN/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/PLN/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/PLN/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/PLN/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/PLN/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/POL,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/POL/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/POL/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/POL/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/POL/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/POL/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/POL/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/SOP,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/SOP/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/SOP/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/SOP/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/SOP/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/SOP/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/SOP/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/TPL,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/TPL/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/TPL/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/TPL/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/TPL/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/TPL/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/TPL/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/WIN,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/WIN/Approved_Pending_Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/WIN/Draft,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/WIN/Effective,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/WIN/In_Review,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/WIN/Retired,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/01_Controlled_Documents/WIN/Superseded,6,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/02_Quality_Records,4,PS-GQMS-RECORDS,00_Group_Shared,GMG-REPO-GQMS-RECORDS-GRP,BREAK INHERITANCE — apply explicitly,YES,Company QA / Process Owner
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/02_Quality_Records/01_Audits_and_Assessments,5,PS-GQMS-RECORDS,00_Group_Shared,GMG-REPO-GQMS-RECORDS-GRP,inherit from parent,YES,GQD / QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/02_Quality_Records/02_Implementation_and_Validation,5,PS-GQMS-RECORDS,00_Group_Shared,GMG-REPO-GQMS-RECORDS-GRP,inherit from parent,YES,GQD / QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/02_Quality_Records/03_Training_Evidence,5,PS-GQMS-RECORDS,00_Group_Shared,GMG-REPO-GQMS-RECORDS-GRP,inherit from parent,YES,GQD / QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/02_Quality_Records/04_Approval_and_Decision_Records,5,PS-GQMS-RECORDS,00_Group_Shared,GMG-REPO-GQMS-RECORDS-GRP,inherit from parent,YES,GQD / QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/02_Quality_Records/05_Risk_and_Compliance_Records,5,PS-GQMS-RECORDS,00_Group_Shared,GMG-REPO-GQMS-RECORDS-GRP,inherit from parent,YES,GQD / QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/02_Quality_Records/06_Repository_Control_Records,5,PS-GQMS-RECORDS,00_Group_Shared,GMG-REPO-GQMS-RECORDS-GRP,inherit from parent,YES,GQD / QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/00_Governance/02_Quality_Records/07_Exception_and_Deviation_Records,5,PS-GQMS-RECORDS,00_Group_Shared,GMG-REPO-GQMS-RECORDS-GRP,inherit from parent,YES,GQD / QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/01_QMS,3,PS-GQMS-DOCUMENTS + PS-GQMS-RECORDS,00_Group_Shared,UNRESOLVED,inherit from parent,NO — CANNOT BIND,GQD / domain authority
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/01_QMS/01_Controlled_Documents,4,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,BREAK INHERITANCE — apply explicitly,YES,QA Documentation
GMG_Enterprise_Repository/02_GQMS_Controlled_Repository/00_Group_Shared/01_QMS/01_Controlled_Documents/AGR,5,PS-GQMS-DOCUMENTS,00_Group_Shared,GMG-REPO-GQMS-DOCUMENTS-GRP,inherit from parent,YES,QA Documentation
